央视直播,#genre#
浙江卫视,http://60.8.49.38:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://60.8.49.38:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://60.8.49.38:352/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://60.8.49.38:352/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://60.8.49.38:352/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://60.8.49.38:352/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://60.8.49.38:352/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://60.8.49.38:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://60.8.49.38:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://60.8.49.38:352/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://60.8.49.38:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://60.8.49.38:352/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://60.8.49.38:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://60.8.49.38:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://60.8.49.38:352/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://60.8.49.38:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://60.8.49.38:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://60.8.49.38:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://60.8.49.38:352/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://60.8.49.38:352/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://60.8.49.38:352/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://60.8.49.38:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
张家口新闻综合,http://60.8.49.38:352/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
张北电视,http://60.8.49.38:352/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://60.8.49.38:352/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://60.8.49.38:352/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://60.8.49.38:352/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://60.8.49.38:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://60.8.49.38:352/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://60.8.49.38:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://60.8.49.38:352/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://60.8.49.38:352/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://60.8.49.38:352/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0


CCTV1-综合,http://101.66.194.123:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2-财经,http://101.66.194.123:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3-综艺,http://101.66.194.123:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4-国际,http://101.66.194.123:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5-体育,http://101.66.194.123:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6-电影,http://101.66.194.123:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7-军农,http://101.66.194.123:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8-电视剧,http://101.66.194.123:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9-纪录,http://101.66.194.123:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10-科教,http://101.66.194.123:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11-戏曲,http://101.66.194.123:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12-社会与法,http://101.66.194.123:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13-新闻,http://101.66.194.123:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14-少儿,http://101.66.194.123:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15-音乐,http://101.66.194.123:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://101.66.194.123:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.194.123:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://101.66.194.123:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://101.66.194.123:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://101.66.194.123:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://101.66.194.123:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://101.66.194.123:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://101.66.194.123:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://101.66.194.123:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://101.66.194.123:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://101.66.194.123:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://101.66.194.123:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://101.66.194.123:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://101.66.194.123:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://101.66.194.123:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://101.66.194.123:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://101.66.194.123:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://101.66.194.123:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://101.66.194.123:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://101.66.194.123:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://101.66.194.123:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://101.66.194.123:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://101.66.194.123:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://101.66.194.123:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
浙江新闻,http://101.66.194.123:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
杭州影视,http://101.66.194.123:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
输入有效酒店源的IP和端口： 
 
CCTV1-综合,http://124.67.12.222:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://124.67.12.222:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://124.67.12.222:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://124.67.12.222:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://124.67.12.222:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://124.67.12.222:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://124.67.12.222:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://124.67.12.222:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://124.67.12.222:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://124.67.12.222:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://124.67.12.222:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://124.67.12.222:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://124.67.12.222:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://124.67.12.222:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://124.67.12.222:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://124.67.12.222:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://124.67.12.222:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://124.67.12.222:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://124.67.12.222:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://124.67.12.222:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://124.67.12.222:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://124.67.12.222:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://124.67.12.222:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://124.67.12.222:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://124.67.12.222:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://124.67.12.222:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://124.67.12.222:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.67.12.222:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://124.67.12.222:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.67.12.222:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://124.67.12.222:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://124.67.12.222:9901/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://124.67.12.222:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://124.67.12.222:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://124.67.12.222:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://124.67.12.222:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://124.67.12.222:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://124.67.12.222:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://124.67.12.222:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://124.67.12.222:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://124.67.12.222:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://124.67.12.222:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古经济生活,http://124.67.12.222:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
文体娱乐,http://124.67.12.222:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙新闻综合,http://124.67.12.222:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古农牧卫视,http://124.67.12.222:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
蒙古语卫视,http://124.67.12.222:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
少儿频道,http://124.67.12.222:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
呼和浩特新闻综合,http://124.67.12.222:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
呼和浩特都市生活,http://124.67.12.222:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
呼和浩特影视娱乐,http://124.67.12.222:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://124.67.12.222:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://124.67.12.222:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
急速汽车,http://124.67.12.222:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
全实记,http://124.67.12.222:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
地理,http://124.67.12.222:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
喜剧影院,http://124.67.12.222:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
动作影院,http://124.67.12.222:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://124.67.12.222:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
星影剧场,http://124.67.12.222:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://124.67.12.222:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
收视指南,http://124.67.12.222:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
东方财经,http://124.67.12.222:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
墨宝,http://124.67.12.222:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV野外,http://124.67.12.222:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
输入有效酒店源的IP和端口： 
 
CCTV1-综合,http://218.1.217.21:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://218.1.217.21:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://218.1.217.21:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://218.1.217.21:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://218.1.217.21:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://218.1.217.21:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://218.1.217.21:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://218.1.217.21:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://218.1.217.21:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://218.1.217.21:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://218.1.217.21:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://218.1.217.21:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://218.1.217.21:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://218.1.217.21:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://218.1.217.21:85/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://218.1.217.21:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://218.1.217.21:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
上海纪实,http://218.1.217.21:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
法制天地,http://218.1.217.21:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
上海教育,http://218.1.217.21:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
崇明综合,http://218.1.217.21:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://218.1.217.21:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
上海电视剧,http://218.1.217.21:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
新闻综合,http://218.1.217.21:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
都市频道,http://218.1.217.21:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://218.1.217.21:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://218.1.217.21:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://218.1.217.21:85/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://218.1.217.21:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://218.1.217.21:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://218.1.217.21:85/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://218.1.217.21:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://218.1.217.21:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://218.1.217.21:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://218.1.217.21:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://218.1.217.21:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://218.1.217.21:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://218.1.217.21:85/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://218.1.217.21:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://218.1.217.21:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://218.1.217.21:85/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://218.1.217.21:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://218.1.217.21:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://218.1.217.21:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://218.1.217.21:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://218.1.217.21:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://218.1.217.21:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://218.1.217.21:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方财经HD,http://218.1.217.21:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
输入有效酒店源的IP和端口： 
 CCTV1-综合,http://180.165.131.120:85/tsfile/live/1/2001_1.m3u8?key=txiptv
CCTV2-财经,http://180.165.131.120:85/tsfile/live/2/2002_1.m3u8?key=txiptv
CCTV3-综艺,http://180.165.131.120:85/tsfile/live/3/2003_1.m3u8?key=txiptv
CCTV4-国际,http://180.165.131.120:85/tsfile/live/4/2004_1.m3u8?key=txiptv
CCTV5-体育,http://180.165.131.120:85/tsfile/live/5/2005_1.m3u8?key=txiptv
CCTV6-电影,http://180.165.131.120:85/tsfile/live/6/2006_1.m3u8?key=txiptv
CCTV7-军农,http://180.165.131.120:85/tsfile/live/7/2007_1.m3u8?key=txiptv
CCTV8-电视剧,http://180.165.131.120:85/tsfile/live/8/2008_1.m3u8?key=txiptv
CCTV9-记录,http://180.165.131.120:85/tsfile/live/9/2009_1.m3u8?key=txiptv
CCTV10-科教,http://180.165.131.120:85/tsfile/live/10/2010_1.m3u8?key=txiptv
CCTV11-喜剧,http://180.165.131.120:85/tsfile/live/11/2011_1.m3u8?key=txiptv
CCTV12-社会与法,http://180.165.131.120:85/tsfile/live/12/2012_1.m3u8?key=txiptv
CCTV13-新闻,http://180.165.131.120:85/tsfile/live/13/2013_1.m3u8?key=txiptv
CCTV14-少儿,http://180.165.131.120:85/tsfile/live/14/2014_1.m3u8?key=txiptv
CCTV15-音乐,http://180.165.131.120:85/tsfile/live/15/2015_1.m3u8?key=txiptv
CCTV5+体育赛事,http://180.165.131.120:85/tsfile/live/16/2016_1.m3u8?key=txiptv
东方卫视,http://180.165.131.120:85/tsfile/live/17/2017_1.m3u8?key=txiptv
浙江卫视,http://180.165.131.120:85/tsfile/live/18/2018_1.m3u8?key=txiptv
江苏卫视,http://180.165.131.120:85/tsfile/live/19/2019_1.m3u8?key=txiptv
湖南卫视,http://180.165.131.120:85/tsfile/live/20/2020_1.m3u8?key=txiptv
北京卫视,http://180.165.131.120:85/tsfile/live/21/2021_1.m3u8?key=txiptv
广东卫视,http://180.165.131.120:85/tsfile/live/22/2022_1.m3u8?key=txiptv
深圳卫视,http://180.165.131.120:85/tsfile/live/23/2023_1.m3u8?key=txiptv
山东卫视,http://180.165.131.120:85/tsfile/live/24/2024_1.m3u8?key=txiptv
湖北卫视,http://180.165.131.120:85/tsfile/live/25/2025_1.m3u8?key=txiptv
安徽卫视,http://180.165.131.120:85/tsfile/live/26/2026_1.m3u8?key=txiptv
东南卫视,http://180.165.131.120:85/tsfile/live/27/2027_1.m3u8?key=txiptv
江西卫视,http://180.165.131.120:85/tsfile/live/28/2028_1.m3u8?key=txiptv
辽宁卫视,http://180.165.131.120:85/tsfile/live/29/2029_1.m3u8?key=txiptv
天津卫视,http://180.165.131.120:85/tsfile/live/30/2030_1.m3u8?key=txiptv
四川卫视,http://180.165.131.120:85/tsfile/live/31/2031_1.m3u8?key=txiptv
重庆卫视,http://180.165.131.120:85/tsfile/live/32/2032_1.m3u8?key=txiptv
贵州卫视,http://180.165.131.120:85/tsfile/live/33/2033_1.m3u8?key=txiptv
海南卫视,http://180.165.131.120:85/tsfile/live/34/2034_1.m3u8?key=txiptv
河北卫视,http://180.165.131.120:85/tsfile/live/35/2035_1.m3u8?key=txiptv
河南卫视,http://180.165.131.120:85/tsfile/live/36/2036_1.m3u8?key=txiptv
云南卫视,http://180.165.131.120:85/tsfile/live/37/2037_1.m3u8?key=txiptv
广西卫视,http://180.165.131.120:85/tsfile/live/38/2038_1.m3u8?key=txiptv
吉林卫视,http://180.165.131.120:85/tsfile/live/39/2039_1.m3u8?key=txiptv
甘肃卫视,http://180.165.131.120:85/tsfile/live/40/2040_1.m3u8?key=txiptv
青海卫视,http://180.165.131.120:85/tsfile/live/41/2041_1.m3u8?key=txiptv
宁夏卫视,http://180.165.131.120:85/tsfile/live/42/2042_1.m3u8?key=txiptv
西藏卫视,http://180.165.131.120:85/tsfile/live/43/2043_1.m3u8?key=txiptv
新疆卫视,http://180.165.131.120:85/tsfile/live/44/2044_1.m3u8?key=txiptv
兵团卫视,http://180.165.131.120:85/tsfile/live/45/2045_1.m3u8?key=txiptv
黑龙江卫视,http://180.165.131.120:85/tsfile/live/46/2046_1.m3u8?key=txiptv
东南卫视,http://180.165.131.120:85/tsfile/live/47/2047_1.m3u8?key=txiptv
陕西卫视,http://180.165.131.120:85/tsfile/live/48/2048_1.m3u8?key=txiptv
延边卫视,http://180.165.131.120:85/tsfile/live/49/2049_1.m3u8?key=txiptv
动漫秀场,http://180.165.131.120:85/tsfile/live/50/2050_1.m3u8?key=txiptv
哈哈炫动,http://180.165.131.120:85/tsfile/live/51/2051_1.m3u8?key=txiptv
金鹰卡通,http://180.165.131.120:85/tsfile/live/52/2052_1.m3u8?key=txiptv
上海教育,http://180.165.131.120:85/tsfile/live/53/2053_1.m3u8?key=txiptv
CHC家庭影院,http://180.165.131.120:85/tsfile/live/54/2054_1.m3u8?key=txiptv
CHC动作电影,http://180.165.131.120:85/tsfile/live/55/2055_1.m3u8?key=txiptv
CHC影迷电影,http://180.165.131.120:85/tsfile/live/56/2056_1.m3u8?key=txiptv
输入有效酒店源的IP和端口： 
 


四大名著,#genre#
 西游记 第01集,https://txmov2.a.kwimgs.com/bs3/video-hls/5222486782687309806_hlsb.m3u8
西游记 第02集,https://txmov2.a.kwimgs.com/bs3/video-hls/5221923836211844606_hlsb.m3u8
西游记 第03集,https://txmov2.a.kwimgs.com/bs3/video-hls/5189835687545858667_hlsb.m3u8
西游记 第04集,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205307782734748_hlsb.m3u8
西游记 第05集,https://txmov2.a.kwimgs.com/bs3/video-hls/5197998463397799646_hlsb.m3u8
西游记 第06集,https://txmov2.a.kwimgs.com/bs3/video-hls/5248382480897511687_hlsb.m3u8
西游记 第07集,https://txmov2.a.kwimgs.com/bs3/video-hls/5255982306920155520_hlsb.m3u8
西游记 第08集,https://txmov2.a.kwimgs.com/bs3/video-hls/5245004783362852874_hlsb.m3u8
西游记 第09集,https://txmov2.a.kwimgs.com/bs3/video-hls/5188991261818113744_hlsb.m3u8
西游记 第10集,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286258564595605_hlsb.m3u8
西游记 第11集,https://txmov2.a.kwimgs.com/bs3/video-hls/5242190033819283686_hlsb.m3u8
西游记 第12集,https://txmov2.a.kwimgs.com/bs3/video-hls/5195465185500328899_hlsb.m3u8
西游记 第13集,https://txmov2.a.kwimgs.com/bs3/video-hls/5233182832465375578_hlsb.m3u8
西游记 第14集,https://txmov2.a.kwimgs.com/bs3/video-hls/5257952633664504505_hlsb.m3u8
西游记 第15集,https://txmov2.a.kwimgs.com/bs3/video-hls/5239093806671579134_hlsb.m3u8
西游记 第16集,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339285053330625_hlsb.m3u8
西游记 第17集,https://txmov2.a.kwimgs.com/bs3/video-hls/5212353685308148894_hlsb.m3u8
西游记 第18集,https://txmov2.a.kwimgs.com/bs3/video-hls/5196028138193985933_hlsb.m3u8
西游记 第19集,https://txmov2.a.kwimgs.com/bs3/video-hls/5201657637211300344_hlsb.m3u8
